YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1989,-11.24,-13.26,-14.34,-4.47,-1.25,2.81,5.34,5.16,1.10,-1.98,-2.73,-5.09,-10.63,-6.69,4.44,-1.20,-3.52
1990,-9.82,-11.89,-9.36,-7.35,-1.41,4.14,7.35,5.97,3.45,-0.85,-1.32,-8.99,-8.93,-6.04,5.82,0.43,-2.18
1991,-11.32,-9.91,-7.54,-5.82,-0.51,4.86,8.66,6.39,4.11,-1.62,-6.78,-6.56,-10.07,-4.62,6.64,-1.43,-2.37
1992,-7.77,-18.38,-8.42,-6.32,-3.42,0.67,5.48,5.01,2.12,0.85,-6.34,-9.99,-10.90,-6.05,3.72,-1.12,-3.59
1993,-15.89,-14.02,-14.76,-6.67,-1.90,3.58,7.05,5.92,3.83,0.95,-6.92,-10.02,-13.30,-7.78,5.52,-0.71,-4.07
1994,-8.57,-9.72,-12.21,-3.46,2.18,3.09,5.46,5.32,1.95,-0.65,-4.09,-10.24,-9.44,-4.50,4.62,-0.93,-2.56
1995,-11.29,-10.49,-13.36,-2.33,1.57,4.91,7.08,5.25,3.62,-1.73,-0.72,-6.09,-10.67,-4.71,5.75,0.39,-2.31
1996,-7.69,-6.19,-5.55,-1.23,2.65,3.38,5.40,5.46,3.48,-2.12,-4.22,-4.51,-6.66,-1.38,4.75,-0.95,-1.06
1997,-5.06,-12.42,-10.65,-4.97,1.43,6.66,6.25,5.47,3.21,0.51,-2.86,-4.52,-7.33,-4.73,6.13,0.29,-1.41
1998,-5.80,-12.92,-8.36,-2.23,0.90,5.97,7.52,6.69,4.41,-0.81,-4.72,-4.90,-7.75,-3.23,6.73,-0.37,-1.16
1999,-9.50,-10.33,-6.11,-1.00,-1.93,2.87,6.69,6.81,2.65,-0.31,-4.86,-5.62,-8.24,-3.01,5.46,-0.84,-1.66
2000,-7.71,-9.77,-9.36,-0.34,-0.51,5.17,7.16,6.84,4.22,-0.87,-2.95,-3.86,-7.70,-3.40,6.39,0.13,-1.14
2001,-9.54,-8.43,-5.56,-2.10,0.99,5.39,6.84,7.64,4.40,0.81,-3.14,-3.23,-7.28,-2.22,6.62,0.69,-0.55
2002,-7.06,-11.69,-8.93,-4.50,3.02,4.79,6.63,6.38,4.90,-0.26,-2.33,-4.12,-7.33,-3.47,5.93,0.77,-1.02
2003,-3.14,-10.11,-5.96,-3.22,2.05,5.27,8.25,8.76,6.01,2.79,-3.13,-3.01,-5.79,-2.38,7.43,1.89,0.29
2004,-5.73,-5.09,-9.12,-3.22,2.76,5.09,6.38,7.79,3.94,1.32,-1.44,-8.98,-4.61,-3.19,6.42,1.27,-0.03
2005,-9.43,-3.98,-2.40,-1.58,1.19,5.68,7.94,7.26,3.44,-0.61,-1.88,-4.00,-7.46,-0.93,6.96,0.32,-0.28
2006,-9.67,-4.75,-2.40,-3.19,2.53,4.89,8.04,7.65,5.33,1.32,-4.76,-6.35,-6.14,-1.02,6.86,0.63,0.08
2007,-6.83,-2.12,-7.43,-4.28,0.23,4.17,7.93,8.27,3.18,-0.68,-3.63,-8.52,-5.10,-3.83,6.79,-0.38,-0.63
2008,-11.50,-12.63,-8.40,-1.54,2.20,5.00,9.16,6.80,3.20,-0.70,-2.30,-7.28,-10.88,-2.58,6.99,0.07,-1.60
2009,-4.81,-4.89,-9.57,-2.76,0.52,5.02,8.66,8.13,3.17,-0.35,-6.13,-2.27,-5.66,-3.94,7.27,-1.10,-0.86
2010,-3.54,-0.62,-3.66,-0.45,5.52,7.17,8.60,9.90,7.35,3.04,1.52,0.01,-2.14,0.47,8.56,3.97,2.71
2011,-4.92,-8.12,-8.35,-7.96,0.06,5.10,7.37,6.47,3.17,-1.73,-5.43,-6.60,-4.34,-5.42,6.31,-1.33,-1.19
2012,-8.19,-7.30,-11.15,-2.30,1.15,7.00,10.18,8.36,3.28,2.49,-3.10,-5.18,-7.36,-4.10,8.51,0.89,-0.51
2013,-5.28,-6.88,-2.91,-0.93,-1.07,4.57,6.32,6.32,3.42,0.62,-3.68,-7.35,-5.78,-1.64,5.74,0.12,-0.39
2014,-5.09,-7.82,-8.63,-6.62,-0.95,3.87,9.45,7.55,3.95,-0.17,-2.58,-6.26,-6.75,-5.40,6.96,0.40,-1.20
2015,-10.37,-11.33,-11.60,-5.45,-1.25,4.50,8.50,6.63,3.42,-1.44,-6.31,-9.80,-9.32,-6.10,6.54,-1.44,-2.58
2016,-4.91,-5.90,-4.91,0.58,2.19,5.90,7.40,7.62,3.82,-1.14,-2.92,-6.22,-6.87,-0.71,6.97,-0.08,-0.17
2017,-6.91,-7.90,-7.06,-5.46,1.52,4.33,7.41,6.89,3.72,0.75,-2.56,-2.81,-7.01,-3.67,6.21,0.64,-0.96
2018,-8.81,-13.54,-6.57,-2.53,-1.69,3.15,6.18,6.57,3.82,-2.42,-3.57,-3.02,-8.39,-3.60,5.30,-0.72,-1.85
2019,-6.29,-5.53,-6.67,-1.61,3.47,6.40,8.03,7.56,4.76,2.42,-0.28,-5.57,-4.95,-1.60,7.33,2.30,0.77
2020,-9.65,-9.72,-8.19,-1.63,2.47,4.08,8.17,7.56,4.02,0.78,-3.78,-3.92,-8.31,-2.45,6.60,0.34,-0.95
2021,-3.55,-7.57,-6.32,-1.03,1.44,4.92,7.83,8.15,3.08,0.90,-2.87,-2.00,-5.01,-1.97,6.97,0.37,0.09
2022,-6.53,-12.78,-9.41,-2.45,-1.28,5.28,7.41,6.81,7.40,1.18,-3.51,-2.82,-7.10,-4.38,6.50,1.69,-0.82
2023,-7.56,-9.99,-2.56,-0.99,0.91,3.25,8.25,7.31,3.42,0.85,-0.50,-4.00,-6.79,-0.88,6.27,1.26,-0.04
2024,-5.20,-7.66,-5.41,0.00,-0.62,4.54,5.71,6.00,4.90,0.05,-3.43,-6.00,-5.62,-2.01,5.42,0.51,-0.43
2025,-5.05,-4.90,-5.05,-2.50,0.50,3.80,7.95,7.20,4.09,1.27,0.85,-2.53,-5.32,-2.35,6.32,2.07,0.18
2026,0.50,-6.98,-8.75,-4.52,2.65,999.90,999.90,999.90,999.90,999.90,999.90,999.90,-3.00,-3.54,999.90,999.90,999.90
